ID,DAY,RACE,ACTOR,TEXT,TYPE,TONE,MOOD,CLIENT,EXTRA,SUSPECT1,SUSPECT2,SUSPECT3,CORRECTANSWER
#0406029999--,04,Desconocida,Detective,"Thanks again. We’re getting closer. Have a good day, human.",end,normal,neutral,clientFINAL,,,,,
#0506010000--,05,Desconocida,Minijefe,"Morning, not-so-newbie.",init,normal,neutral,clientZERO,,,,,
#0506010100--,05,Desconocida,Minijefe,"You’ve got the coupon thing down, even with that tiny brain of yours.",dialogue,normal,neutral,clientZERO,,,,,
#0506010200--,05,Desconocida,Minijefe,Today brings a new kind of coupon — and every day after will too.,dialogue,normal,neutral,clientZERO,,,,,
#0506010300--,05,Desconocida,Minijefe,Don’t even think about scamming my customers! I want their gold!,dialogue,exclamative,neutral,clientZERO,,,,,
#0506010400--,05,Desconocida,Minijefe,"Oh, by the way… what did you do to my ice mage?",dialogue,interrogative,neutral,clientZERO,,,,,
#0506010500--,05,Desconocida,Minijefe,I know it was you...,dialogue,exclamative,neutral,clientZERO,,,,,
#0506010600--,05,Desconocida,Minijefe,"But hey, I guess he needed a vacation after working without a contract.",dialogue,normal,neutral,clientZERO,,,,,
#0506019900--,05,Desconocida,Minijefe,"Anyway — WORK HARD, HUMAN!",end,exclamative,neutral,clientZERO,,,,,
#0503050001--,05,Limbásticos,Sergio,"Hey there, human… can you help me?",init,interrogative,neutral,clientONE,,,,,
#0503050101--,05,Limbásticos,Sergio,I’ve decided to ditch the weird mage who summoned me.,dialogue,normal,neutral,clientONE,,,,,
#0503050201--,05,Limbásticos,Sergio,Who even resurrects someone without permission?!,dialogue,normal,neutral,clientONE,,,,,
#0503050301--,05,Limbásticos,Sergio,"Anyway, I need two energy drinks to go 100% and escape the kingdom.",dialogue,normal,neutral,clientONE,,,,,
#0503050401--,05,Limbásticos,Sergio,Internet said this stuff gives super speed.,dialogue,normal,neutral,clientONE,,,,,
#0503059901--,05,Limbásticos,Sergio,Soooo… will you help me?,end,interrogative,neutral,clientONE,,,,,
#050305AA01CO,05,Limbásticos,Sergio,Knew you’d help. Take my sword as thanks. You’ve earned it.,tick,normal,neutral,clientONE,collectable,,,,
#050305BB01--,05,Limbásticos,Sergio,Really? No heart at all...,cross,interrogative,neutral,clientONE,,,,,
#0502020002--,05,Híbridos,Lepión,"Hey, stupid human.",init,normal,neutral,clientTWO,,,,,
#0502020102--,05,Híbridos,Lepión,You’re still not fired? Shame.,dialogue,normal,neutral,clientTWO,,,,,
#0502020202--,05,Híbridos,Lepión,Can’t believe someone like you is still working here.,dialogue,normal,neutral,clientTWO,,,,,
#0502029902--,05,Híbridos,Lepión,"Charge me, loser.",end,normal,neutral,clientTWO,,,,,
#050202AA02--,05,Híbridos,Lepión,"First thing you’ve done right, idiot.",tick,normal,neutral,clientTWO,,,,,
#050202BB02--,05,Híbridos,Lepión,Damn rules…,cross,normal,neutral,clientTWO,,,,,
#0505050003--,05,Tecnópedos,Rústica,Oh sweetie… it’s so hot today…,init,normal,neutral,clientTHREE,,,,,
#0505050103--,05,Tecnópedos,Rústica,"Back in my day, we fixed that with a hose and a good ol’ water jug.",dialogue,normal,neutral,clientTHREE,,,,,
#0505050203--,05,Tecnópedos,Rústica,Now we’ve got cold beer. How modern of me!,dialogue,exclamative,neutral,clientTHREE,,,,,
#0505059903--,05,Tecnópedos,Rústica,"Go on, darling — ring me up before I change my mind… I might’ve already.",end,normal,neutral,clientTHREE,,,,,
#050505AA03--,05,Tecnópedos,Rústica,You’re such a sweetheart… like my grandson. Or maybe it was my toaster.,tick,normal,neutral,clientTHREE,,,,,
#050505BB03--,05,Tecnópedos,Rústica,"It’s okay, honey. You were probably distracted.",cross,normal,neutral,clientTHREE,,,,,
#0504020004--,05,Magos Oscuros,Geeraard,At last! My limbastic and I are off on a mission.,init,normal,neutral,clientFOUR,,,,,
#0504020104--,05,Magos Oscuros,Geeraard,All thanks to that strange church.,dialogue,normal,neutral,clientFOUR,,,,,
#0504020204--,05,Magos Oscuros,Geeraard,Time to gear up properly.,dialogue,normal,neutral,clientFOUR,,,,,
#0504020304--,05,Magos Oscuros,Geeraard,"Luckily, I chose this shop to get my essentials.",dialogue,normal,neutral,clientFOUR,,,,,
#0504029904--,05,Magos Oscuros,Geeraard,"Charge me, humble fan!",end,normal,neutral,clientFOUR,,,,,
#050402AA04CO,05,Magos Oscuros,Geeraard,"We shall meet again. Take this signed photo of me, in case you forget my greatness.",tick,normal,neutral,clientFOUR,collectable,,,,
#050402BB04--,05,Magos Oscuros,Geeraard,HOW DARE YOU!,cross,exclamative,neutral,clientFOUR,,,,,
#050402000D--,05,Magos Oscuros,Geeraard,MY LIMBASTIC ESCAPED BECAUSE OF YOU!,init,exclamative,neutral,clientFOURalt,,,,,
#050402010D--,05,Magos Oscuros,Geeraard,I saw the receipt — YOU sold him energy drinks!,dialogue,normal,neutral,clientFOURalt,,,,,
#050402020D--,05,Magos Oscuros,Geeraard,I’m going to report your stupid store to the inspector!,dialogue,normal,neutral,clientFOURalt,,,,,
#050402--0D--,05,Magos Oscuros,Geeraard,It took so much effort to bring him back with help from the church!,break,normal,neutral,clientFOURalt,,,,,
#0502010005--,05,Híbridos,Elvog,"BUDDY, I NEED YOU — BADLY!",init,exclamative,neutral,clientFIVE,,,,,
#0502010105--,05,Híbridos,Elvog,BEER’S BANNED FOR HYBRIDS NOW!,dialogue,normal,neutral,clientFIVE,,,,,
#0502010205--,05,Híbridos,Elvog,I STARTED TALKING PROPERLY AGAIN!,dialogue,normal,neutral,clientFIVE,,,,,
#0502010305--,05,Híbridos,Elvog,I EVEN GOT A JOB OFFER!,dialogue,normal,neutral,clientFIVE,,,,,
#0502010405--,05,Híbridos,Elvog,I DON’T WANNA WORK AGAIN!,dialogue,normal,neutral,clientFIVE,,,,,
#0502010505--,05,Híbridos,Elvog,Especially not with that PETRA girl who stole my old gig!,dialogue,normal,neutral,clientFIVE,,,,,
#0502010605--,05,Híbridos,Elvog,NO WAY!,dialogue,exclamative,neutral,clientFIVE,,,,,
#0502010705--,05,Híbridos,Elvog,I’LL PAY YOU ANYTHING!,dialogue,normal,neutral,clientFIVE,,,,,
#0502019905--,05,Híbridos,Elvog,BUT I NEED — MY — BEER!,end,normal,neutral,clientFIVE,,,,,
#050201AA05--,05,Híbridos,Elvog,"LOVE YOU, MAN!",tick,exclamative,neutral,clientFIVE,,,,,
#050201BB05--,05,Híbridos,Elvog,"Not even you, man… Goodbye, Drunk Elvog.",cross,normal,neutral,clientFIVE,,,,,
#0505010006--,05,Tecnópedos,Denjirenji,Hello again! I came to—,init,normal,neutral,clientSIX,,,,,
#0505010106--,05,Tecnópedos,Denjirenji,Oh not again!,dialogue,exclamative,neutral,clientSIX,,,,,
#0505010206--,05,Tecnópedos,Denjirenji,Stupid battery… had a full charge a second ago.,dialogue,normal,neutral,clientSIX,,,,,
#0505010306--,05,Tecnópedos,Denjirenji,Suddenly it's at critical levels?!,dialogue,normal,neutral,clientSIX,,,,,
#050501MG06--,05,Tecnópedos,Denjirenji,I need you to plug in the batteries again! But this time… watch out for water!,mgIN,exclamative,neutral,clientSIX,,,,,
#050501OG06CO,05,Tecnópedos,Denjirenji,"Thanks, human. Take my katana — I don’t even use it anymore.",mgOUTGood,normal,neutral,clientSIX,collectable,,,,
#050501OB06--,05,Tecnópedos,Denjirenji,I'm going obsolete again...,mgOUTBad,normal,neutral,clientSIX,,,,,
#0504060007--,05,Magos Oscuros,Pijus Magnus,Ah… I hope you’re a commoner who at least knows how to charge things.,init,interrogative,neutral,clientSEVEN,,,,,
#0504060107--,05,Magos Oscuros,Pijus Magnus,I need these items for spell studies.,dialogue,normal,neutral,clientSEVEN,,,,,
#0504060207--,05,Magos Oscuros,Pijus Magnus,"My father says I’m a prodigy. Well, everyone says that.",dialogue,normal,neutral,clientSEVEN,,,,,
#0504069907--,05,Magos Oscuros,Pijus Magnus,"And you… well… you do what you can, I suppose.",end,interrogative,neutral,clientSEVEN,,,,,
#050406AA07--,05,Magos Oscuros,Pijus Magnus,Hmph. I suppose even someone like you can get it right sometimes.,tick,normal,neutral,clientSEVEN,,,,,
#050406BB07--,05,Magos Oscuros,Pijus Magnus,Another reason nobility should never mingle with your kind.,cross,exclamative,neutral,clientSEVEN,,,,,
#0503030008--,05,Limbásticos,Giovanni,"Ciao, fratello.",init,normal,neutral,clientEIGHT,,,,,
#0503030108--,05,Limbásticos,Giovanni,Today I’m preparing something special: infernal risotto with foam of hops.,dialogue,normal,neutral,clientEIGHT,,,,,
#0503030208--,05,Limbásticos,Giovanni,Got the recipe from a charming little book — like the Necronomicon but… tastier.,dialogue,normal,neutral,clientEIGHT,,,,,
#0503030308--,05,Limbásticos,Giovanni,"I need this beer as an ingredient… or anesthetic, not sure yet.",dialogue,normal,neutral,clientEIGHT,,,,,
#0503039908--,05,Limbásticos,Giovanni,"And the cat bones? For the broth, obviously.",end,normal,neutral,clientEIGHT,,,,,
#050303AA08--,05,Limbásticos,Giovanni,"Bellissimo. Thank you, my friend.",tick,normal,neutral,clientEIGHT,,,,,
#050303BB08--,05,Limbásticos,Giovanni,Coupon not valid?! That’s one recipe gone to hell.,cross,interrogative,neutral,clientEIGHT,,,,,
#0504040009--,05,Magos Oscuros,Manolo,"Hello, human. Today I’m not here as a customer — I come as a witness of Azathoth.",init,normal,neutral,clientNINE,,,,,
#0504040109--,05,Magos Oscuros,Manolo,Have you considered joining our church?,dialogue,interrogative,neutral,clientNINE,,,,,
#0504040209--,05,Magos Oscuros,Manolo,"Lately, we’ve accepted several humans. Always new faces.",dialogue,normal,neutral,clientNINE,,,,,
#0504040309--,05,Magos Oscuros,Manolo,Even hybrids are “welcome” now.,dialogue,normal,neutral,clientNINE,,,,,
#0504040409--,05,Magos Oscuros,Manolo,We… transformed one into one of us. It was beautiful.,dialogue,normal,neutral,clientNINE,,,,,
#0504040509--,05,Magos Oscuros,Manolo,Just think about it — we’ll always lend you a hand.,dialogue,normal,neutral,clientNINE,,,,,
#050404--09--,05,Magos Oscuros,Manolo,"Good luck with the shop, human.",break,normal,neutral,clientNINE,,,,,
#0505030010--,05,Tecnópedos,Masermati,FAST! I NEED TO REFUEL!,init,exclamative,neutral,clientTEN,,,,,
#0505030110--,05,Tecnópedos,Masermati,"I need speed for my engine— I mean, my hydraulic system.",dialogue,normal,neutral,clientTEN,,,,,
#0505030210--,05,Tecnópedos,Masermati,Prepping for the 500 Spin Cycle Grand Prix!,dialogue,normal,neutral,clientTEN,,,,,
#0505030310--,05,Tecnópedos,Masermati,I’ve got a spoiler on my back and wheels on my shoes!,dialogue,normal,neutral,clientTEN,,,,,
#0505039910--,05,Tecnópedos,Masermati,This dishwasher doesn’t stop — not even to dry plates!,end,exclamative,neutral,clientTEN,,,,,
#050503AA10--,05,Tecnópedos,Masermati,That was record time! Nice job!,tick,exclamative,neutral,clientTEN,,,,,
#050503BB10--,05,Tecnópedos,Masermati,Oof… that’s gonna cost me some speed.,cross,normal,neutral,clientTEN,,,,,
#0501050011--,05,Elementales,Tapicio,"Hello, human. Something… surprising happened today at work.",init,normal,neutral,clientELEVEN,,,,,
#0501050111--,05,Elementales,Tapicio,"There were budget cuts, so I thought they’d reduce my 3-coin salary.",dialogue,normal,neutral,clientELEVEN,,,,,
#0501050211--,05,Elementales,Tapicio,But what looked like a pay cut… turned out to be a literal cut.,dialogue,normal,neutral,clientELEVEN,,,,,
#0501050311--,05,Elementales,Tapicio,They chopped off a part of me… and a mini-me popped out.,dialogue,normal,neutral,clientELEVEN,,,,,
#0501050411--,05,Elementales,Tapicio,So I guess I’m a dad now.,dialogue,normal,neutral,clientELEVEN,,,,,
#0501050511--,05,Elementales,Tapicio,Poor kid’s gonna learn real quick how sad and rough life is.,dialogue,normal,neutral,clientELEVEN,,,,,
#0501050611--,05,Elementales,Tapicio,No clue what baby tapestries eat… maybe gravel?,dialogue,normal,neutral,clientELEVEN,,,,,
#0501059911--,05,Elementales,Tapicio,"Anyway, I’ve gotta pick him up soon. Charge me, please.",end,normal,neutral,clientELEVEN,,,,,
#050105AA11--,05,Elementales,Tapicio,Thanks… maybe being a parent will cheer me up.,tick,normal,neutral,clientELEVEN,,,,,
#050105BB11--,05,Elementales,Tapicio,Now my kid will see me even sadder than usual…,cross,normal,neutral,clientELEVEN,,,,,
#0506020099--,05,Desconocida,Detective,"Morning, human. This case keeps dragging on.",init,normal,neutral,clientFINAL,,,,,
#0506020199--,05,Desconocida,Detective,"You might not know, but this all started because we’re tracking whoever is making limbastics.",dialogue,normal,neutral,clientFINAL,,,,,
#0506020299--,05,Desconocida,Detective,"The problem is, limbastics can’t remember where they were made.",dialogue,normal,neutral,clientFINAL,,,,,
#0506020399--,05,Desconocida,Detective,But we’ve learned one suspect from yesterday is part of a religious cult we know nothing about.,dialogue,normal,neutral,clientFINAL,,,,,
#0506020499--,05,Desconocida,Detective,We believe they might be linked to the creation of these creatures.,dialogue,normal,neutral,clientFINAL,,,,,
#0506020599--,05,Desconocida,Detective,We still don’t have enough evidence.,dialogue,normal,neutral,clientFINAL,,,,,
#0506020699--,05,Desconocida,Detective,But we think this suspect may have worked with another customer to make a limbastic.,dialogue,normal,neutral,clientFINAL,,,,,
#0506020799--,05,Desconocida,Detective,Do any of the following seem tied to that cult?,dialogue,interrogative,neutral,clientFINAL,,Elidora,Geeraard,Antonio,Geeraard
#0506029999--,05,Desconocida,Detective,"Thank you. Let’s hope we crack this soon. Have a good day, human.",end,normal,neutral,clientFINAL,,,,,
#0606010000--,06,Desconocida,Minijefe,"Morning, human.",init,normal,neutral,clientZERO,,,,,
#0606010100--,06,Desconocida,Minijefe,How’s life in my mother’s basement? Comfy? Cozy? Damp and full of trauma?,dialogue,interrogative,neutral,clientZERO,,,,,
#0606010200--,06,Desconocida,Minijefe,Don’t answer. I don’t care.,dialogue,normal,neutral,clientZERO,,,,,
#0606010300--,06,Desconocida,Minijefe,Made friends with the rats yet? Careful— One of them is called Smirky and he’s on payroll.,dialogue,interrogative,neutral,clientZERO,,,,,
#0606010400--,06,Desconocida,Minijefe,"Anyway, let’s talk about what matters: money.",dialogue,normal,neutral,clientZERO,,,,,
#0606010500--,06,Desconocida,Minijefe,"I’m going to review your work at the end of the week—that is, tomorrow.",dialogue,normal,neutral,clientZERO,,,,,
#0606010600--,06,Desconocida,Minijefe,"Not through the cameras, of course… but with my “magical powers of corporate evaluation"".",dialogue,normal,neutral,clientZERO,,,,,
#0606010700--,06,Desconocida,Minijefe,"If you earned enough, you can keep working.",dialogue,normal,neutral,clientZERO,,,,,
#0606010800--,06,Desconocida,Minijefe,"If not... Forget your paperwork, your salary, and maybe even Smirky!",dialogue,normal,neutral,clientZERO,,,,,
#0606019900--,06,Desconocida,Minijefe,En fin… ¡A currar!,end,exclamative,neutral,clientZERO,,,,,
#0604050001--,06,Magos Oscuros,Manomo,"Hey, little one!",init,exclamative,neutral,clientONE,,,,,
#0604050101--,06,Magos Oscuros,Manomo,My gnome is still lost somewhere in the shop.,dialogue,normal,neutral,clientONE,,,,,
#0604050201--,06,Magos Oscuros,Manomo,"If you find him today, he’ll definitely become your friend.",dialogue,normal,neutral,clientONE,,,,,
#060405GN01--,06,Magos Oscuros,Manomo,"Good luck, shorty.",gnome,normal,neutral,clientONE,,,,,
#0604010002--,06,Magos Oscuros,Elidora,"Hello, friend. I’m disappointed with this kingdom...",init,normal,neutral,clientTWO,,,,,
#0604010102--,06,Magos Oscuros,Elidora,I went to the “Wandy's” restaurant and they wouldn’t let my humble slime citizens in.,dialogue,normal,neutral,clientTWO,,,,,
#0604010202--,06,Magos Oscuros,Elidora,Some elemental must’ve written those dumb rules… how can they ban magical creatures?!,dialogue,interrogative,neutral,clientTWO,,,,,
#0604010302--,06,Magos Oscuros,Elidora,Bet they treated me badly because I’m the queen of the slime kingdom… damn mage-phobic hybrids!,dialogue,exclamative,neutral,clientTWO,,,,,
#0604010402--,06,Magos Oscuros,Elidora,"Good thing we don’t exclude anyone in my realm… except elementals, obviously.",dialogue,normal,neutral,clientTWO,,,,,
#0604019902--,06,Magos Oscuros,Elidora,"But first, ring me up— I need to keep building my slimy empire.",end,normal,neutral,clientTWO,,,,,
#060401AA02--,06,Magos Oscuros,Elidora,"Well done, human. If you’re this good at charging, you’ll be great at helping with construction in my realm too.",tick,normal,neutral,clientTWO,,,,,
#060401BB02--,06,Magos Oscuros,Elidora,Stupid human. Luckily my slime workers will be smarter than you.,cross,normal,neutral,clientTWO,,,,,
#0603020003--,06,Limbásticos,Cululu,"Hey buddy, got bad news for you…",init,normal,neutral,clientTHREE,,,,,
#0603020103--,06,Limbásticos,Cululu,My sweet green chick and I broke up...,dialogue,normal,neutral,clientTHREE,,,,,
#0603020203--,06,Limbásticos,Cululu,She pepper-sprayed my orb when I found her...,dialogue,normal,neutral,clientTHREE,,,,,
#0603020303--,06,Limbásticos,Cululu,Painful way to end things… though not worse than when an ex left me for my brother.,dialogue,normal,neutral,clientTHREE,,,,,
#0603020403--,06,Limbásticos,Cululu,"So I made a big decision… I uninstalled Hybrinder. I still had a year of premium, too...",dialogue,normal,neutral,clientTHREE,,,,,
#0603020503--,06,Limbásticos,Cululu,"Now that I’m a real limbastic, maybe I can start over.",dialogue,normal,neutral,clientTHREE,,,,,
#0603029903--,06,Limbásticos,Cululu,Starting with getting back to work— I’ve been on shift for three hours already.,end,normal,neutral,clientTHREE,,,,,
#060302AA03CO,06,Limbásticos,Cululu,I’m kicking off my new retirement into loneliness with enthusiasm.,tick,normal,neutral,clientTHREE,collectable,,,,
#060302BB03--,06,Limbásticos,Cululu,I hope my new path doesn’t get derailed by my non-existent coin-counting skills.,cross,normal,neutral,clientTHREE,,,,,
#0602050004--,06,Híbridos,Saltarálisis,"Hello h-human, how be your day?",init,interrogative,neutral,clientFOUR,,,,,
#0602050104--,06,Híbridos,Saltarálisis,Like you s-s-see… I b-broke runes again.,dialogue,normal,neutral,clientFOUR,,,,,
#0602050204--,06,Híbridos,Saltarálisis,I was at bar last night with my dear family…,dialogue,normal,neutral,clientFOUR,,,,,
#0602050304--,06,Híbridos,Saltarálisis,Until a drunk spilled drink on me— all drink!,dialogue,exclamative,neutral,clientFOUR,,,,,
#0602050404--,06,Híbridos,Saltarálisis,They broke more during night.,dialogue,normal,neutral,clientFOUR,,,,,
#0602059904--,06,Híbridos,Saltarálisis,"My runes no talk well anymore… charge me, want to change them now.",end,normal,neutral,clientFOUR,,,,,
#060205AA04--,06,Híbridos,Saltarálisis,"Thank you human, change runes no time.",tick,normal,neutral,clientFOUR,,,,,
#060205BB04--,06,Híbridos,Saltarálisis,"I no can talk, I no break rule.",cross,normal,neutral,clientFOUR,,,,,
#0603040005--,06,Limbásticos,Patxi,"Hey, hey, hey! It’s me again: PATXI!!!",init,exclamative,neutral,clientFIVE,,,,,
#0603040105--,06,Limbásticos,Patxi,"But this time I’m not here for work… well, okay, a little.",dialogue,normal,neutral,clientFIVE,,,,,
#0603040205--,06,Limbásticos,Patxi,"I’m here for love..! Love with glasses, specifically.",dialogue,normal,neutral,clientFIVE,,,,,
#0603040305--,06,Limbásticos,Patxi,"See, Anthony (my favorite programmer-boyfriend) has been seeing a bit blurry lately.",dialogue,normal,neutral,clientFIVE,,,,,
#0603040405--,06,Limbásticos,Patxi,I read on a VERY UNRELIABLE page that if you mix mana with poison… you improve vision!,dialogue,exclamative,neutral,clientFIVE,,,,,
#0603040505--,06,Limbásticos,Patxi,"Sure, if you survive, right? Ha ha!!!",dialogue,exclamative,neutral,clientFIVE,,,,,
#0603040605--,06,Limbásticos,Patxi,"I figured: if he’s already half-dead from work, this can’t make it worse.",dialogue,normal,neutral,clientFIVE,,,,,
#0603040705--,06,Limbásticos,Patxi,"Plus, the bottles are cute. They match his kawai anime and dirty programmer outfits.",dialogue,normal,neutral,clientFIVE,,,,,
#0603049905--,06,Limbásticos,Patxi,"Alright, charme me A.S.A.P!",end,normal,neutral,clientFIVE,,,,,
#060304AA05--,06,Limbásticos,Patxi,"Thanks, legend! If this fixes his sight, I’ll send you a bag full of hearts.",tick,exclamative,neutral,clientFIVE,,,,,
#060304BB05--,06,Limbásticos,Patxi,WHAT?! He really needs these potions!,cross,exclamative,neutral,clientFIVE,,,,,
#0605050006--,06,Tecnópedos,Rústica,"Hello, kid… did you know I once survived a magic war?",init,interrogative,neutral,clientSIX,,,,,
#0605050106--,06,Tecnópedos,Rústica,"It was during the Great Limbastic Revolution, when the limbastics rebelled.",dialogue,normal,neutral,clientSIX,,,,,
#0605050206--,06,Tecnópedos,Rústica,Didn’t help them—no strength to hold weapons.,dialogue,normal,neutral,clientSIX,,,,,
#0605050306--,06,Tecnópedos,Rústica,They went right back to being inferior again.,dialogue,normal,neutral,clientSIX,,,,,
#0605050406--,06,Tecnópedos,Rústica,Do you have those memories too? Oh right… you’re young.,dialogue,interrogative,neutral,clientSIX,,,,,
#0605059906--,06,Tecnópedos,Rústica,"Anyway, ring me up before I start talking about the time I married a sandwich maker. Hehehe~",end,normal,neutral,clientSIX,,,,,
#060505AA06--,06,Tecnópedos,Rústica,"Thanks, grandchild. You’re like that doctor who scraped the rust off my soul.",tick,normal,neutral,clientSIX,,,,,
#060505BB06--,06,Tecnópedos,Rústica,Oh… that’s how my second crisis started after my husband left me.,cross,normal,neutral,clientSIX,,,,,
#0605040007--,06,Tecnópedos,Rave-N,"Yo! Bestie, you heard about the “Radohn Festival”?",init,interrogative,neutral,clientSEVEN,,,,,
#0605040107--,06,Tecnópedos,Rave-N,It’s a rave we run for retired gladiators who want to brawl with their pension manager.,dialogue,normal,neutral,clientSEVEN,,,,,
#0605040207--,06,Tecnópedos,Rave-N,Terry and I were hired as official entertainers!,dialogue,normal,neutral,clientSEVEN,,,,,
#0605040307--,06,Tecnópedos,Rave-N,He handled the explosive confetti—which literally exploded.,dialogue,normal,neutral,clientSEVEN,,,,,
#0605040407--,06,Tecnópedos,Rave-N,Whileee... I did the Battle Mambo remix.,dialogue,normal,neutral,clientSEVEN,,,,,
#0605040507--,06,Tecnópedos,Rave-N,"A grandma threw a prosthetic at us because we didn’t play her song, hahaha..!",dialogue,normal,neutral,clientSEVEN,,,,,
#0605040607--,06,Tecnópedos,Rave-N,Best part was the Blood of my enemies Punch and it's ice statue. A true work of art.,dialogue,exclamative,neutral,clientSEVEN,,,,,
#0605049907--,06,Tecnópedos,Rave-N,"I'll take this, I still need to buy Terry a T-shirt that says “Party or Arthritis.”",end,normal,neutral,clientSEVEN,,,,,
#060504AA07--,06,Tecnópedos,Rave-N,"Thanks, bro! I’ll get you a ticket for the next geriatric breakdance battle for sure!",tick,exclamative,neutral,clientSEVEN,,,,,
#060504BB07--,06,Tecnópedos,Rave-N,Ugh… now I can’t avenge myself on the lady who threw the cane at me >:T,cross,normal,neutral,clientSEVEN,,,,,
#0601060008--,06,Elementales,Terry,"HELLO, BUDDY! Ready for the next big party?",init,exclamative,neutral,clientEIGHT,,,,,
#0601060108--,06,Elementales,Terry,You won’t believe it—I almost fought an old lady!,dialogue,normal,neutral,clientEIGHT,,,,,
#0601060208--,06,Elementales,Terry,How FUN!!!,dialogue,exclamative,neutral,clientEIGHT,,,,,
#0601069908--,06,Elementales,Terry,"Anyways, I gotta prep for the next party.",end,normal,neutral,clientEIGHT,,,,,
#060106AA08CO,06,Elementales,Terry,YOU’RE THE BESTTTTT! See you at the next retirees’ rave!,tick,exclamative,neutral,clientEIGHT,collectable,,,,
#060106BB08--,06,Elementales,Terry,WHAAAT?! How am I gonna pull off my magic trick now?,cross,exclamative,neutral,clientEIGHT,,,,,
#0601040009--,06,Elementales,Rocón,"H-hi friend, h-how’s y-your d-day?",init,interrogative,neutral,clientNINE,,,,,
#0601040109--,06,Elementales,Rocón,I’m sure it was p-p-prehistoric— like... like we rock boys say...,dialogue,normal,neutral,clientNINE,,,,,
#0601040209--,06,Elementales,Rocón,Ehm... L-let me tell you… my rock cousins are weird. They e-even talk weird.,dialogue,normal,neutral,clientNINE,,,,,
#0601040309--,06,Elementales,Rocón,"But they’re s-strong, like my dad… they call them “Gymbros.”",dialogue,normal,neutral,clientNINE,,,,,
#0601040409--,06,Elementales,Rocón,"I should go to Muscle Beluga, best gym in the kingdom, to get ripped.",dialogue,normal,neutral,clientNINE,,,,,
#0601040509--,06,Elementales,Rocón,Then I could help my dad at the restaurant—he works at “Wandy's”.,dialogue,normal,neutral,clientNINE,,,,,
#0601040609--,06,Elementales,Rocón,The customers get worse every day… T-they never respect th-the rules..!,dialogue,exclamative,neutral,clientNINE,,,,,
#0601040709--,06,Elementales,Rocón,They don’t know how hard it is to clean that g-g-gooey slime…,dialogue,normal,neutral,clientNINE,,,,,
#0601049909--,06,Elementales,Rocón,"S-s-sorry if I’m talking too much… charge me, there’s probably a line.",end,normal,neutral,clientNINE,,,,,
#060104AA09--,06,Elementales,Rocón,"Th-thanks, I hope my dad likes these human-shaped plushies.",tick,normal,neutral,clientNINE,,,,,
#060104BB09--,06,Elementales,Rocón,"S-sorry, I didn’t know the coupon was f-fake!",cross,normal,neutral,clientNINE,,,,,
#0602040010--,06,Híbridos,Petra,Hey cutie! I just finished my biggest expedition yet!,init,exclamative,neutral,clientTEN,,,,,
#0602040110--,06,Híbridos,Petra,A gigantic hill… at least a meter and a half tall.,dialogue,normal,neutral,clientTEN,,,,,
#0602040210--,06,Híbridos,Petra,I climbed to the top and found a frog-faced rock.,dialogue,normal,neutral,clientTEN,,,,,
#0602040310--,06,Híbridos,Petra,"Then I slipped, rolled all the way down, and discovered a new species: the “Rock-Hopper.”",dialogue,normal,neutral,clientTEN,,,,,
#0602040410--,06,Híbridos,Petra,"It stung me in one ear, but I survived.",dialogue,normal,neutral,clientTEN,,,,,
#0602049910--,06,Híbridos,Petra,"I still need some items to really survive though, so i'll take these to, literally not die.",end,normal,neutral,clientTEN,,,,,
#060204AA10--,06,Híbridos,Petra,"Thanks, human! I’ll bring you something from my next expedition if I remember!",tick,exclamative,neutral,clientTEN,,,,,
#060204BB10--,06,Híbridos,Petra,Ohh… you left me frozen… I...,cross,normal,neutral,clientTEN,,,,,
#0605020011--,06,Tecnópedos,Magmadora,"Well, well—my favorite human, looking more radiant every day.",init,normal,neutral,clientELEVEN,,,,,
#0605020111--,06,Tecnópedos,Magmadora,"Is it the heat of the shop, or does my lava rise when you look at me?",dialogue,interrogative,neutral,clientELEVEN,,,,,
#0605020211--,06,Tecnópedos,Magmadora,"I went to erupt at the spa yesterday, but they said I was too explosive.",dialogue,normal,neutral,clientELEVEN,,,,,
#0605020311--,06,Tecnópedos,Magmadora,"You, on the other hand, look like you know how to cool down a volcano.",dialogue,normal,neutral,clientELEVEN,,,,,
#0605020411--,06,Tecnópedos,Magmadora,"Subtlety isn’t your strength, huh?",dialogue,normal,neutral,clientELEVEN,,,,,
#0605020511--,06,Tecnópedos,Magmadora,Would you… uh… like to help adjust my thermal valves one night?,dialogue,interrogative,neutral,clientELEVEN,,,,,
#0605020611--,06,Tecnópedos,Magmadora,Heh… kidding! Unless I’m not.,dialogue,exclamative,neutral,clientELEVEN,,,,,
#0605029911--,06,Tecnópedos,Magmadora,"Anyway, ring me up before I melt right here.",end,normal,neutral,clientELEVEN,,,,,
#060502AA11--,06,Tecnópedos,Magmadora,Mghmm… if only you knew how good you charge… makes me want to buy here even more.,tick,normal,neutral,clientELEVEN,,,,,
#060502BB11--,06,Tecnópedos,Magmadora,"Don’t you get that I’m going to die? Good thing it’ll just shave a few years off my life, I hope.",cross,interrogative,neutral,clientELEVEN,,,,,
#0606010099--,06,Desconocida,Minijefe,You survived your second-to-last day of the week.,init,normal,neutral,clientFINAL,,,,,
